date,tweetcount,closelast,volume,open,high,low,sell,buy,iraneventcount,alleventcount,covidtrend,irantrend,new_cases,cumulative_cases,new_deaths,cumulative_deaths,globalnew_cases,globalcumulative_cases,global_new_deaths,global_cumulative_deaths,tweetscovidnofarsi,tweetsnofarsi,tweetsenglish,tweetscovid,iranprotest,iranmatconf,year,month,day,statadate,irneventpr,newcasepr,cumcasepr,newdeathpr,cumdeathpr
2020-03-06,361,45.27,68455,50.119999,49.68,45.16,15350,15250,30,2077,9,6,1234,4751,17,124,3604,100151,103,3405,36,303,180,36,0,0,2020,3,6,06mar2020,.01444391,.34239733,.047438368,.16504854,.036417034
2020-03-07,534,45.27,68455,50.119999,49.68,45.16,15380,15280,18,855,9,6,1076,5827,21,145,3815,103966,108,3513,32,362,225,32,0,0,2020,3,7,07mar2020,.021052632,.28204456,.056047168,.19444445,.041275263
2020-03-08,330,45.27,68455,50.119999,49.68,45.16,15380,15280,14,658,32,7,743,6570,49,194,3647,107613,129,3642,30,247,130,31,0,0,2020,3,8,08mar2020,.021276595,.20372909,.061052103,.37984496,.053267434
2020-03-09,476,34.360001,75418,39.240002,39.240002,31.25,15550,15450,29,1024,32,7,595,7165,43,237,3791,111404,225,3867,37,299,157,38,0,0,2020,3,9,09mar2020,.028320313,.15695067,.064315468,.19111112,.06128782
2020-03-10,449,37.220001,66431,33.459999,38.209999,33.439999,15440,15340,21,1839,32,7,881,8046,54,291,4959,116363,207,4074,60,381,278,60,0,0,2020,3,10,10mar2020,.01141925,.17765678,.069145687,.26086956,.071428575
2020-03-11,1463,35.790001,59919,37.799999,36.099998,35.490002,15420,15320,21,952,32,7,958,9004,63,354,5201,121564,302,4376,46,1330,342,46,0,0,2020,3,11,11mar2020,.022058824,.18419534,.07406798,.20860927,.080895796
2020-03-12,320,33.220001,66611,36.130001,36.529999,32.48,15450,15350,0,0,32,7,1075,10079,75,429,7812,129376,354,4730,56,218,102,56,0,0,2020,3,12,12mar2020,0,.13760881,.077904709,.21186441,.090697676
2020-03-13,344,33.849998,49603,32.860001,35.990002,32.169998,15450,15350,0,1,32,7,1289,11368,85,514,9554,138930,367,5097,68,253,129,68,0,0,2020,3,13,13mar2020,0,.13491732,.081825383,.23160763,.10084363
2020-03-14,372,33.849998,49603,32.860001,35.990002,32.169998,15500,15400,0,2,32,7,1365,12733,94,608,10943,149873,476,5573,106,303,178,107,0,0,2020,3,14,14mar2020,0,.12473728,.084958598,.19747899,.10909744
2020-03-15,392,33.849998,49603,32.860001,35.990002,32.169998,15800,15700,0,30,67,7,1254,13987,116,724,12223,162096,449,6022,82,338,226,83,0,0,2020,3,15,15mar2020,0,.10259347,.08628837,.25835189,.12022584
2020-03-16,311,30.049999,42843,29.57,31.27,29.469999,16000,15900,8,265,67,7,1008,14995,129,853,11713,173809,723,6745,85,256,156,85,0,1,2020,3,16,16mar2020,.03018868,.086058229,.086272866,.17842324,.12646405
2020-03-17,379,28.73,32080,29.700001,31.219999,28.459999,16150,16050,41,1863,67,7,1178,16173,135,988,15865,189674,748,7493,95,339,218,95,1,0,2020,3,17,17mar2020,.022007516,.074251495,.08526735,.18048128,.1318564
2020-03-18,347,24.879999,46551,28.66,29.190001,24.51,16100,16000,39,1315,67,7,1192,17365,147,1135,16758,206432,841,8334,85,280,176,85,0,1,2020,3,18,18mar2020,.029657794,.071130209,.084119707,.17479192,.1361891
2020-03-19,283,28.469999,41004,26.440001,29.379999,24.98,16100,16000,43,1415,67,7,1046,18411,149,1284,21805,228237,1039,9373,72,209,88,72,0,0,2020,3,19,19mar2020,.030388692,.047970649,.080666147,.14340712,.13698922
2020-03-20,346,26.98,51408,28,30.93,26.790001,16100,16000,50,1322,67,7,1233,19644,149,1433,30233,258470,1229,10602,100,319,35,102,0,0,2020,3,20,20mar2020,.037821483,.040783249,.076001085,.12123678,.13516317
2020-03-21,301,26.98,51408,28,30.93,26.790001,16100,16000,43,688,67,7,966,20610,123,1556,32147,290617,1424,12026,121,258,63,121,0,0,2020,3,21,21mar2020,.0625,.03004946,.070918083,.086376406,.12938634
2020-03-22,414,26.98,51408,28,30.93,26.790001,16100,16000,28,864,87,5,1028,21638,129,1685,30670,321287,1808,13834,159,353,118,159,0,1,2020,3,22,22mar2020,.032407407,.033518095,.067347884,.071349561,.12180136
2020-03-23,583,27.030001,30457,26.5,27.52,24.68,16100,16000,19,1304,87,5,1411,23049,127,1812,32633,353920,1747,15581,142,417,144,146,0,0,2020,3,23,23mar2020,.014570552,.043238439,.065124884,.072696052,.11629549
2020-03-24,471,27.15,27959,27.639999,28.639999,26.690001,16030,15930,20,1299,87,5,1762,24811,122,1934,41823,395743,1931,17512,148,421,176,150,0,0,2020,3,24,24mar2020,.015396459,.04212993,.062694728,.063179702,.11043856
2020-03-25,241,27.389999,24748,27.6,28.280001,25.73,16000,15900,15,1299,87,5,2206,27017,143,2077,45388,441131,2432,19944,98,200,91,98,0,0,2020,3,25,25mar2020,.011547344,.048603155,.061244845,.058799341,.10414159
2020-03-26,268,26.34,24090,27.59,27.67,26.040001,16000,15900,35,1340,87,5,2389,29406,157,2234,51982,493113,2659,22603,81,210,103,82,0,0,2020,3,26,26mar2020,.026119404,.045958217,.059633389,.059044752,.098836437
2020-03-27,266,24.93,21201,26.709999,27,24.17,16000,15900,19,1113,87,5,2926,32332,144,2378,58977,552090,2937,25540,70,194,67,70,0,0,2020,3,27,27mar2020,.017070979,.049612559,.058562916,.049029622,.093108848
2020-03-28,419,24.93,21201,26.709999,27,24.17,16050,15950,2,590,87,5,3076,35408,139,2517,65460,617550,3450,28990,90,307,175,90,0,0,2020,3,28,28mar2020,.0033898305,.046990529,.057336248,.040289856,.086823039
2020-03-29,426,24.93,21201,26.709999,27,24.17,16320,16220,9,620,79,4,2901,38309,123,2640,63717,681267,3629,32619,95,278,146,95,0,1,2020,3,29,29mar2020,.014516129,.045529451,.05623199,.033893634,.080934428
2020-03-30,332,22.76,5745,24,23.059999,21.690001,16620,16520,6,1081,79,4,3186,41495,117,2757,58599,739866,3367,35986,105,278,189,106,0,0,2020,3,30,30mar2020,.0055504162,.054369528,.05608448,.034749035,.076613128
2020-03-31,271,26.35,40333,26.459999,27.91,25.700001,16620,16520,20,1231,79,4,3111,44606,141,2898,58509,798375,3712,39698,75,213,93,75,0,0,2020,3,31,31mar2020,.016246954,.053171307,.055870987,.037984915,.073001161
2020-04-01,176,24.74,41906,25.93,26.27,24.540001,16620,16520,44,1243,79,4,2987,47593,138,3036,73756,872131,4308,44006,63,161,81,63,0,0,2020,4,1,01apr2020,.03539823,.040498402,.054570932,.032033425,.068990596
2020-04-02,381,29.940001,63068,30.65,32.209999,28.030001,16600,16500,28,1246,79,4,2875,50468,124,3160,72475,944606,4801,48807,78,262,160,78,0,0,2020,4,2,02apr2020,.02247191,.039668851,.053427566,.025827952,.064744808
2020-04-03,356,34.110001,54728,29.959999,35,28.280001,16600,16500,8,1114,79,4,2715,53183,134,3294,75498,1020104,4988,53795,80,300,191,80,0,0,2020,4,3,03apr2020,.0071813287,.035961218,.052134879,.026864475,.061232455
2020-04-04,553,34.110001,54728,29.959999,35,28.280001,16500,16400,33,643,79,4,2560,55743,158,3452,77429,1097533,6702,60497,145,447,302,145,0,0,2020,4,4,04apr2020,.051321927,.033062547,.05078936,.023575053,.057060681
2020-04-05,299,34.110001,54728,29.959999,35,28.280001,16470,16370,16,584,70,3,0,55743,0,3452,81658,1179191,5726,66223,87,224,108,88,0,0,2020,4,5,05apr2020,.02739726,0,.047272239,0,.052126903
2020-04-06,607,33.049999,35676,31.25,33.32,33.02,16400,16300,24,1095,70,3,2483,58226,151,3603,69841,1249032,4845,71068,105,412,290,106,0,0,2020,4,6,06apr2020,.021917809,.035552181,.046616901,.031166151,.050697923
2020-04-07,470,31.870001,34982,33.310001,34.18,31.73,16200,16100,15,1123,70,3,2274,60500,136,3739,68266,1317298,5616,76684,112,352,246,113,0,0,2020,4,7,07apr2020,.01335708,.033310872,.045927346,.024216523,.04875854
2020-04-08,1049,32.84,36253,32.41,33.779999,32.73,16040,15940,43,1198,70,3,2089,62589,133,3872,87539,1404837,8914,85598,113,931,665,113,0,0,2020,4,8,08apr2020,.035893153,.023863649,.044552501,.01492035,.045234703
2020-04-09,597,31.48,46392,33.66,36.43,31.24,16040,15940,18,986,70,3,1997,64586,121,3993,73114,1477951,5326,90924,75,525,393,75,1,1,2020,4,9,09apr2020,.018255578,.02731351,.043699689,.022718739,.043915797
2020-04-10,565,31.48,46392,33.66,36.43,31.24,16040,15940,9,916,70,3,1634,66220,117,4110,85828,1563779,7637,98561,77,466,295,77,0,0,2020,4,10,10apr2020,.0098253274,.019038076,.042346139,.015320152,.041700065
2020-04-11,578,31.48,46392,33.66,36.43,31.24,16200,16100,9,598,70,3,1972,68192,122,4232,85802,1649581,7423,105984,129,430,295,130,0,1,2020,4,11,11apr2020,.015050167,.022983147,.041338984,.016435403,.039930556
2020-04-12,431,31.48,46392,33.66,36.43,31.24,16260,16160,16,520,57,3,1837,70029,125,4357,82572,1732153,6146,112130,100,278,162,100,0,0,2020,4,12,12apr2020,.030769231,.022247251,.040428877,.020338431,.038856685
2020-04-13,552,31.74,26185,32.439999,33.23,30.639999,16150,16050,17,973,57,3,1657,71686,117,4474,73532,1805685,5902,118032,99,445,346,100,0,0,2020,4,13,13apr2020,.017471736,.022534408,.039700169,.019823788,.037904974
2020-04-14,384,29.6,29849,32.09,32.380001,29.4,16080,15980,18,1206,57,3,1617,73303,111,4585,67658,1873343,5428,123460,86,295,167,86,0,0,2020,4,14,14apr2020,.014925373,.023899613,.039129514,.020449521,.037137534
2020-04-15,351,27.690001,29940,30.01,30.42,27.17,16020,15920,16,1286,57,3,1574,74877,98,4683,69601,1942944,5450,128910,120,280,171,120,0,1,2020,4,15,15apr2020,.01244168,.022614617,.038537908,.017981652,.036327671
2020-04-16,314,27.82,29580,28.059999,29.01,27.200001,15870,15770,15,1256,57,3,1512,76389,94,4777,74134,2017078,8008,136918,82,228,107,82,0,0,2020,4,16,16apr2020,.011942675,.020395501,.037871119,.011738262,.034889497
2020-04-17,348,28.08,34615,28.469999,29,27.6,15870,15770,37,1158,57,3,1606,77995,92,4869,80036,2097114,11448,148366,73,192,96,73,0,0,2020,4,17,17apr2020,.03195164,.020065971,.037191588,.0080363378,.03281749
2020-04-18,424,28.08,34615,28.469999,29,27.6,15660,15560,8,613,57,3,1499,79494,89,4958,80138,2177252,8082,156448,86,263,114,87,0,0,2020,4,18,18apr2020,.013050571,.018705234,.03651116,.011012126,.031691041
2020-04-19,377,28.08,34615,28.469999,29,27.6,15680,15580,35,679,49,3,1374,80868,73,5031,80907,2258159,7096,163544,97,287,126,97,0,1,2020,4,19,19apr2020,.051546391,.016982462,.035811473,.010287486,.030762363
2020-04-20,488,25.57,44255,25.469999,26.540001,25.379999,15750,15650,49,1130,49,3,1343,82211,87,5118,74035,2332194,5282,168826,132,435,220,132,0,1,2020,4,20,20apr2020,.043362834,.018140068,.0352505,.016471034,.030315235
2020-04-21,396,19.33,82076,19.129999,20.219999,18.32,16150,16050,55,1211,49,3,1294,83505,91,5209,70905,2403099,5647,174473,103,308,127,103,0,1,2020,4,21,21apr2020,.045417011,.018249771,.034748882,.016114751,.029855622
2020-04-22,396,20.370001,49471,22.129999,22.129999,19.92,16380,16280,52,1067,49,3,1297,84802,88,5297,77062,2480161,7549,182022,59,272,90,59,0,1,2020,4,22,22apr2020,.048734769,.016830605,.034192134,.011657173,.029100878
2020-04-23,429,21.33,42516,21.299999,21.92,21.68,16310,16210,77,1440,49,3,1194,85996,94,5391,74410,2554571,7084,189106,57,236,96,57,0,0,2020,4,23,23apr2020,.053472221,.01604623,.033663578,.01326934,.028507821
2020-04-24,375,21.440001,30443,21.790001,22.67,20.51,16310,16210,29,1034,49,3,1030,87026,90,5481,78536,2633107,5865,194971,77,274,137,77,0,0,2020,4,24,24apr2020,.028046422,.013115005,.03305069,.015345269,.028111873
2020-04-25,475,21.440001,30443,21.790001,22.67,20.51,16200,16100,21,410,49,3,1168,88194,93,5574,100549,2733656,6912,201883,91,408,234,91,0,0,2020,4,25,25apr2020,.051219512,.011616227,.032262288,.013454861,.027610051
2020-04-26,412,21.440001,30443,21.790001,22.67,20.51,16030,15930,6,674,45,3,1134,89328,76,5650,78146,2811802,5755,207638,86,299,119,86,0,0,2020,4,26,26apr2020,.0089020776,.014511299,.031768952,.013205908,.027210819
2020-04-27,466,19.99,23204,21.299999,21.91,19.110001,15950,15850,24,1499,45,3,1153,90481,60,5710,80227,2892029,5037,212675,68,344,190,68,0,0,2020,4,27,27apr2020,.016010674,.01437172,.03128634,.011911852,.026848478
2020-04-28,459,20.459999,19364,20.17,21.27,18.73,16150,16050,26,1190,45,3,991,91472,96,5806,71012,2963041,4695,217370,87,341,145,87,0,0,2020,4,28,28apr2020,.02184874,.013955388,.030870987,.020447284,.026710218
2020-04-29,352,22.540001,9500,20.75,22.959999,22.76,16270,16170,25,1327,45,3,1112,92584,71,5877,69341,3032382,5697,223067,69,269,128,69,0,0,2020,4,29,29apr2020,.018839488,.016036687,.030531773,.0124627,.026346345
2020-04-30,435,25.27,1196,23.110001,25.33,25.27,16140,16040,10,1286,45,3,1073,93657,80,5957,76033,3108415,6386,229453,77,290,124,79,0,0,2020,4,30,30apr2020,.0077760499,.014112294,.030130146,.012527403,.025961744
2020-05-01,350,26.440001,27764,26.719999,27.950001,25.75,16140,16040,23,893,45,3,983,94640,71,6028,81270,3189685,6275,235728,53,235,88,53,0,0,2020,5,1,01may2020,.025755879,.012095484,.029670641,.011314741,.025571845
2020-05-02,477,26.440001,27764,26.719999,27.950001,25.75,16100,16000,19,644,45,3,1006,95646,63,6091,87673,3277358,5945,241673,72,382,224,72,0,0,2020,5,2,02may2020,.029503105,.011474457,.029183874,.010597141,.025203478
2020-05-03,516,26.440001,27764,26.719999,27.950001,25.75,16130,16030,14,721,45,3,802,96448,65,6156,85284,3362642,5828,247501,62,361,233,62,0,0,2020,5,3,03may2020,.019417476,.0094038742,.02868221,.011153054,.024872627
2020-05-04,352,27.200001,29677,26.209999,28.08,25.48,16200,16100,8,1211,45,3,976,97424,47,6203,81662,3444304,4588,252089,56,273,95,56,0,0,2020,5,4,04may2020,.0066061108,.011951704,.028285541,.010244115,.02460639
2020-05-05,447,30.969999,35516,27.940001,31.690001,27.799999,16180,16080,31,1134,45,3,1223,98647,74,6277,80351,3524655,4621,256710,54,337,177,54,0,0,2020,5,5,05may2020,.02733686,.015220719,.027987704,.01601385,.024451716
2020-05-06,333,29.719999,35719,31.879999,32.490002,28.67,16300,16200,13,665,45,3,1323,99970,63,6340,73087,3597742,4714,261424,50,222,61,51,0,0,2020,5,6,06may2020,.019548872,.018101715,.027786873,.013364446,.024251791
2020-05-07,474,29.459999,35008,30.120001,31.84,29.07,16350,16250,1,336,45,3,1680,101650,78,6418,81533,3679275,6482,267906,59,332,129,61,0,0,2020,5,7,07may2020,.0029761905,.020605154,.027627725,.012033323,.023956163
2020-05-08,280,30.969999,19796,29.43,31.129999,29.4,16350,16250,5,399,45,3,1485,103135,68,6486,87442,3766717,5984,273890,25,177,61,25,0,0,2020,5,8,08may2020,.012531328,.016982686,.027380608,.011363637,.023681039
2020-05-09,410,30.969999,19796,29.43,31.129999,29.4,16500,16400,15,729,45,3,1556,104691,55,6541,94161,3860878,6135,280025,67,311,165,67,0,0,2020,5,9,09may2020,.020576132,.016524889,.027115854,.0089649549,.023358628
2020-05-10,566,30.969999,19796,29.43,31.129999,29.4,16570,16470,11,572,45,3,1529,106220,48,6589,86006,3946884,4902,284927,68,477,210,69,0,0,2020,5,10,10may2020,.01923077,.01777783,.026912369,.0097919218,.023125222
2020-05-11,1122,29.629999,31967,30.68,31.450001,29.360001,16880,16780,26,1160,45,3,1383,107603,51,6640,87545,4034429,4972,289899,188,1024,402,188,0,1,2020,5,11,11may2020,.022413794,.015797589,.026671184,.010257442,.022904528
2020-05-12,1348,29.98,25656,30.07,30.379999,29.450001,17020,16920,17,1392,45,3,1683,109286,45,6685,76297,4110726,3968,293867,227,1230,351,227,0,1,2020,5,12,12may2020,.012212643,.022058534,.026585571,.011340726,.022748386
2020-05-13,1451,29.190001,24577,29.469999,30.540001,28.870001,17150,17050,27,1453,45,3,1481,110767,48,6733,76642,4187368,4721,298588,415,1326,255,417,0,1,2020,5,13,13may2020,.018582243,.019323608,.026452655,.010167337,.022549465
2020-05-14,1909,31.129999,25312,29.389999,31.49,28.9,16920,16820,20,1331,45,3,1958,112725,50,6783,82844,4270212,5314,303902,78,1803,397,81,0,1,2020,5,14,14may2020,.015026296,.023634784,.026397986,.0094091082,.022319695
2020-05-15,1929,32.5,28197,31.35,32.900002,30.959999,16920,16820,12,1157,45,3,1808,114533,71,6854,89110,4359322,5377,309279,82,1749,704,88,0,0,2020,5,15,15may2020,.010371651,.020289529,.026273122,.013204389,.022161219
2020-05-16,1724,32.5,28197,31.35,32.900002,30.959999,17250,17150,10,676,45,3,2102,116635,48,6902,94160,4453482,5333,314612,154,1590,732,159,0,1,2020,5,16,16may2020,.0147929,.022323705,.02618962,.0090005621,.021938134
2020-05-17,1380,32.5,28197,31.35,32.900002,30.959999,17570,17470,34,681,41,3,1757,118392,35,6937,93556,4547038,5135,319747,98,1314,555,99,0,0,2020,5,17,17may2020,.049926579,.018780196,.02603717,.006815969,.021695279
2020-05-18,1603,34.810001,27502,32.709999,35.720001,32.709999,17550,17450,27,1390,41,3,1806,120198,51,6988,101906,4648944,4389,324136,71,1498,495,72,0,0,2020,5,18,18may2020,.019424461,.017722216,.025854904,.011619959,.021558851
2020-05-19,1810,34.650002,23247,35.439999,35.860001,34.200001,17730,17630,29,1442,41,3,2294,122492,69,7057,73911,4722855,3375,327511,65,1710,777,66,0,1,2020,5,19,19may2020,.020110957,.031037329,.025936007,.020444445,.021547368
2020-05-20,2075,35.75,24653,34.43,36.400002,35.16,17900,17800,30,1359,41,3,2111,124603,62,7119,92963,4815818,4317,331828,68,1941,838,68,0,1,2020,5,20,20may2020,.022075055,.02270796,.025873695,.014361826,.021453885
2020-05-21,2221,36.060001,25476,35.799999,36.98,35.709999,17750,17650,26,1220,41,3,2346,126949,64,7183,105145,4920963,5180,337008,56,2116,513,56,0,1,2020,5,21,21may2020,.021311475,.022312045,.025797592,.012355212,.021314034
2020-05-22,2559,35.130001,29314,35.939999,36.23,33.549999,17750,17650,22,1165,41,3,2392,129341,66,7249,103060,5024023,4929,341937,71,2475,819,71,0,0,2020,5,22,22may2020,.018884121,.02320978,.025744507,.01339014,.021199811
2020-05-23,1451,35.130001,29314,35.939999,36.23,33.549999,17730,17630,19,714,41,3,2311,131652,51,7300,102065,5126088,5041,346978,61,1312,405,61,0,0,2020,5,23,23may2020,.026610645,.022642434,.025682744,.01011704,.021038799
2020-05-24,1579,35.130001,29314,35.939999,36.23,33.549999,17730,17630,18,651,36,3,1869,133521,59,7359,104296,5230384,5417,352395,56,1516,447,56,0,1,2020,5,24,24may2020,.02764977,.017920149,.025527954,.010891638,.020882817
2020-05-25,2480,35.130001,29314,35.939999,36.23,33.549999,17730,17630,15,989,36,3,2180,135701,58,7417,102240,5332624,4197,356592,118,2345,887,119,0,0,2020,5,25,25may2020,.015166835,.021322379,.025447322,.013819395,.020799682
2020-05-26,515,36.169998,25232,35.669998,36.68,34.459999,17580,17480,14,1325,36,3,2023,137724,34,7451,88667,5421291,3513,360105,49,471,329,49,0,0,2020,5,26,26may2020,.010566038,.022815704,.025404282,.0096783377,.020691188
2020-05-27,402,34.740002,15476,36.099998,36.18,34,17400,17300,47,1367,36,3,1787,139511,57,7508,91788,5513079,3838,363943,22,317,152,23,0,1,2020,5,27,27may2020,.034381859,.019468775,.025305459,.014851485,.020629603
2020-05-28,737,35.290001,6477,34.34,35.889999,33.389999,17600,17500,26,1252,36,3,2080,141591,56,7564,97175,5610254,4800,368743,26,685,530,26,0,1,2020,5,28,28may2020,.020766772,.021404682,.025237896,.011666667,.020512931
2020-05-29,823,35.330002,334,35.029999,35.360001,34.18,17600,17500,18,1370,36,3,2258,143849,63,7627,108503,5718757,5327,374070,66,798,583,66,0,0,2020,5,29,29may2020,.013138686,.020810485,.025153892,.011826544,.020389233
2020-05-30,610,35.330002,334,35.029999,35.360001,34.18,17670,17570,9,647,36,3,2819,146668,50,7677,116510,5835267,5231,379301,30,555,322,30,0,1,2020,5,30,30may2020,.013910355,.024195349,.025134753,.009558402,.020239862
2020-05-31,486,35.330002,334,35.029999,35.360001,34.18,17600,17500,19,720,36,3,2282,148950,57,7734,113274,5948541,4669,383970,12,409,201,15,0,0,2020,5,31,31may2020,.026388889,.020145841,.025039753,.012208181,.020142199
2020-06-01,755,38.32,25728,37.540001,38.68,37.169998,17740,17640,20,1137,36,3,2516,151466,63,7797,128157,6076698,4349,388319,65,644,484,66,0,0,2020,6,1,01jun2020,.01759015,.01963217,.024925709,.014486088,.020078853
2020-06-02,606,39.57,27325,38.48,39.790001,38.34,17750,17650,28,1467,36,3,2979,154445,81,7878,113217,6189915,3462,391781,22,461,258,22,0,0,2020,6,2,02jun2020,.019086571,.026312303,.024951069,.023396881,.020108173
2020-06-03,1276,39.790001,32814,39.52,40.529999,38.75,17750,17650,14,1261,36,3,3117,157562,64,7942,91821,6281736,3875,395656,57,1139,859,58,0,0,2020,6,3,03jun2020,.0111023,.033946484,.025082557,.016516129,.020072993
2020-06-04,1037,39.990002,21847,39.380001,40.099998,39.060001,17750,17650,58,1401,36,3,3134,160696,70,8012,128141,6409877,5300,400956,20,919,718,20,0,0,2020,6,4,04jun2020,.041399002,.024457434,.02507006,.013207547,.019982243
2020-06-05,462,42.299999,27833,39.93,42.48,39.720001,17750,17650,52,1451,36,3,3574,164270,59,8071,118773,6528650,5623,406579,16,345,174,18,0,0,2020,6,5,05jun2020,.035837352,.030091014,.025161404,.01049262,.019851001
2020-06-06,596,42.299999,27833,39.93,42.48,39.720001,17750,17650,27,798,36,3,2886,167156,63,8134,127853,6656503,5815,412394,24,460,192,24,0,0,2020,6,6,06jun2020,.033834588,.022572799,.025111685,.010834049,.019723857
2020-06-07,674,42.299999,27833,39.93,42.48,39.720001,17720,17620,19,811,41,2,2269,169425,75,8209,136312,6792815,5067,417461,25,576,224,25,2,0,2020,6,7,07jun2020,.023427866,.016645636,.024941795,.014801658,.019664112
2020-06-08,604,40.799999,27714,42.41,43.43,40.68,17650,17550,29,1363,41,2,2364,171789,72,8281,131401,6924216,3986,421447,23,495,332,23,0,0,2020,6,8,08jun2020,.021276595,.017990731,.024809884,.018063221,.019648971
2020-06-09,639,41.18,25330,40.950001,41.43,39.849998,17840,17740,44,1538,41,2,2043,173832,70,8351,109055,7033271,3991,425438,26,584,439,26,0,0,2020,6,9,09jun2020,.028608583,.018733667,.024715669,.017539464,.019629182
2020-06-10,544,41.73,22826,40.869999,41.990002,40.130001,18030,17930,39,1517,41,2,2095,175927,74,8425,105789,7139060,4275,429713,32,443,263,34,0,0,2020,6,10,10jun2020,.025708636,.019803571,.024642881,.017309941,.01960611
2020-06-11,869,38.549999,35513,41.310001,38.919998,37.830002,18030,17930,33,1379,41,2,2011,177938,81,8506,129355,7268415,5374,435087,30,739,409,30,0,0,2020,6,11,11jun2020,.023930384,.015546365,.024480991,.015072572,.019550113
2020-06-12,1131,38.73,27754,38.380001,39.439999,37,18030,17930,37,1410,41,2,2238,180176,78,8584,138279,7406694,5342,440429,22,1002,720,23,0,0,2020,6,12,12jun2020,.026241135,.016184671,.024326103,.014601273,.019490087
2020-06-13,793,38.73,27754,38.380001,39.439999,37,17960,17860,34,982,41,2,2369,182545,75,8659,140576,7547270,5421,445850,37,680,337,37,0,0,2020,6,13,13jun2020,.034623217,.016852094,.024186891,.013835086,.01942133
2020-06-14,555,38.73,27754,38.380001,39.439999,37,18200,18100,22,890,45,2,2410,184955,71,8730,137453,7684723,4627,450477,15,391,223,15,0,0,2020,6,14,14jun2020,.0247191,.017533265,.024067881,.015344716,.019379457
2020-06-15,752,39.720001,29251,38.689999,39.880001,37.240002,18350,18250,41,1599,45,2,2472,187427,107,8837,131791,7816514,4392,454869,22,620,453,23,0,0,2020,6,15,15jun2020,.025641026,.018756971,.023978336,.024362477,.019427571
2020-06-16,734,40.959999,30469,39.77,41.66,38.970001,18630,18530,76,1772,45,2,2449,189876,113,8950,118804,7935318,3738,458607,49,517,269,49,0,0,2020,6,16,16jun2020,.04288939,.020613784,.023927964,.03023007,.019515621
2020-06-17,529,40.709999,27916,40.709999,41.450001,40.029999,18630,18530,20,1765,45,2,2563,192439,115,9065,121110,8056428,5843,464450,22,346,170,23,0,0,2020,6,17,17jun2020,.011331445,.021162579,.023886392,.01968167,.019517709
2020-06-18,1544,41.509998,27616,40.580002,41.639999,40.049999,18820,18720,46,1933,45,2,2612,195051,120,9185,183670,8240098,5571,470021,28,1394,326,28,0,0,2020,6,18,18jun2020,.023797207,.014221158,.023670956,.021540118,.019541681
2020-06-19,1315,42.189999,32728,41.419998,42.93,41.009998,18820,18720,31,1619,45,2,2596,197647,87,9272,142827,8382925,5478,475499,29,1161,1000,29,0,0,2020,6,19,19jun2020,.019147621,.018175835,.023577331,.015881708,.019499516
2020-06-20,829,42.189999,32728,41.419998,42.93,41.009998,19340,19240,15,867,45,2,2615,200262,120,9392,145796,8528721,5443,480942,102,629,425,103,0,1,2020,6,20,20jun2020,.017301038,.017936021,.023480894,.022046665,.019528342
2020-06-21,688,42.189999,32728,41.419998,42.93,41.009998,19630,19530,27,658,41,3,2322,202584,115,9507,180789,8709510,5046,485988,37,514,333,38,0,0,2020,6,21,21jun2020,.041033436,.012843702,.023260092,.02279033,.019562211
2020-06-22,1396,43.080002,23634,41.549999,43.169998,41.509998,19840,19740,52,1489,41,3,2368,204952,116,9623,154645,8864155,4534,490522,48,1136,913,48,0,1,2020,6,22,22jun2020,.034922767,.01531249,.023121437,.025584472,.019617876
2020-06-23,717,42.630001,25464,43.169998,43.93,42.209999,20150,20050,39,1667,41,3,2573,207525,119,9742,132912,8997067,4319,494841,42,570,359,42,1,1,2020,6,23,23jun2020,.02339532,.019358674,.02306585,.027552674,.019687131
2020-06-24,920,40.310001,27324,42.330002,42.889999,39.619999,19650,19550,51,1476,41,3,2445,209970,121,9863,135389,9132456,4356,499197,42,738,499,42,0,1,2020,6,24,24jun2020,.034552846,.018059075,.022991624,.027777778,.019757731
2020-06-25,749,41.049999,27368,40.43,41.639999,39.470001,19200,19100,40,1310,41,3,2531,212501,133,9996,169716,9302172,5657,504854,37,578,332,37,0,0,2020,6,25,25jun2020,.030534351,.014913149,.022844234,.023510695,.019799784
2020-06-26,728,41.02,11661,41.470001,41.779999,40.290001,19200,19100,38,1380,41,3,2595,215096,134,10130,179967,9482139,5486,510340,35,532,307,37,0,0,2020,6,26,26jun2020,.027536232,.01441931,.022684334,.024425812,.019849513
2020-06-27,1002,41.02,11661,41.470001,41.779999,40.290001,20000,19900,15,653,41,3,2628,217724,109,10239,179529,9661668,7134,517474,61,834,600,61,0,0,2020,6,27,27jun2020,.022970904,.014638304,.022534825,.015278946,.019786501
2020-06-28,769,41.02,11661,41.470001,41.779999,40.290001,20250,20150,12,576,39,3,2456,220180,125,10364,192508,9854176,4945,522419,43,609,389,43,0,0,2020,6,28,28jun2020,.020833334,.012757911,.022343827,.025278058,.019838482
2020-06-29,636,41.709999,6664,40.310001,41.939999,40.060001,20230,20130,43,1354,39,3,2489,222669,144,10508,179316,10033492,4563,526982,37,535,337,37,0,1,2020,6,29,29jun2020,.031757753,.013880524,.022192573,.031558186,.019939961
