date,tweetcount,closelast,volume,open,high,low,sell,buy,iraneventcount,alleventcount,covidtrend,irantrend,new_cases,cumulative_cases,new_deaths,cumulative_deaths,globalnew_cases,globalcumulative_cases,global_new_deaths,global_cumulative_deaths,tweetscovidnofarsi,tweetsnofarsi,tweetsenglish,tweetscovid,iranprotest,iranmatconf,year,month,day,statadate,irneventpr,newcasepr,cumcasepr,newdeathpr,cumdeathpr
2020-10-10,1052,42.849998,25076,43.41,43.560001,42.610001,30950,30850,17,1061,21,3,4142,492378,210,28098,386591,37470191,8595,1122039,98,1005,940,100,0,0,2020,10,10,10oct2020,.016022621,.010714166,.013140526,.02443281,.02504191
2020-10-11,1209,42.849998,25076,43.41,43.560001,42.610001,30950,30850,21,905,20,2,3875,496253,195,28293,382299,37852490,5917,1127956,16,1188,1135,17,0,0,2020,10,11,11oct2020,.02320442,.010136046,.013110181,.032955889,.025083425
2020-10-12,607,41.720001,120,42.689999,41.82,41.669998,31700,31600,27,1868,20,2,3822,500075,251,28544,337863,38190353,4711,1132667,9,563,528,11,0,1,2020,10,12,12oct2020,.014453962,.011312277,.013094275,.05327956,.025200699
2020-10-13,290,42.450001,136,41.830002,42.509998,42.400002,31750,31650,21,1831,20,2,4206,504281,272,28816,318745,38509098,4453,1137120,20,217,178,20,0,0,2020,10,13,13oct2020,.011469143,.013195501,.013095113,.061082415,.025341213
2020-10-14,717,43.32,375,42.419998,43.43,43.279999,31850,31750,16,1958,20,2,4108,508389,254,29070,339851,38848949,4592,1141712,95,651,623,96,0,0,2020,10,14,14oct2020,.008171604,.012087651,.0130863,.055313587,.025461763
2020-10-15,515,43.16,38997,43.41,43.23,43.139999,32200,32100,15,1989,20,2,4830,513219,279,29349,375813,39224762,5466,1147178,12,473,448,12,0,1,2020,10,15,15oct2020,.0075414781,.012852137,.013084057,.05104281,.025583649
2020-10-16,422,42.93,4615,43.040001,43.080002,42.790001,32200,32100,5,1934,20,2,4616,517835,256,29605,392260,39617022,6085,1153263,11,384,363,11,0,0,2020,10,16,16oct2020,.0025853154,.011767705,.013071023,.042070664,.02567064
2020-10-17,36,42.93,4615,43.040001,43.080002,42.790001,32200,32100,7,1005,20,2,4552,522387,265,29870,401681,40018703,6269,1159532,4,36,33,4,0,0,2020,10,17,17oct2020,.0069651743,.011332376,.013053572,.042271495,.025760394
2020-10-18,22,42.93,4615,43.040001,43.080002,42.790001,31500,31400,49,1173,21,3,4103,526490,253,30123,434107,40452810,6264,1165796,2,21,15,2,0,0,2020,10,18,18oct2020,.04177323,.0094515868,.013014918,.040389527,.025838997
2020-10-19,23,42.619999,13901,42.740002,43.220001,42.369999,30450,30350,44,1898,21,3,3890,530380,252,30375,380771,40833581,4979,1170775,1,22,18,1,0,0,2020,10,19,19oct2020,.023182297,.010216114,.012988819,.050612573,.025944354
2020-10-20,29,43.16,187,42.43,43,42.669998,27500,27400,28,1921,21,3,4251,534631,337,30712,360124,41193705,4488,1175263,9,29,28,9,0,1,2020,10,20,20oct2020,.014575742,.011804268,.012978463,.075089127,.026132023
2020-10-21,1,41.73,29817,42.82,43.040001,41.459999,29500,29400,26,1987,21,3,5039,539670,322,31034,429979,41623684,5613,1180876,0,1,0,0,0,0,2020,10,21,21oct2020,.013085053,.011719177,.012965455,.057366826,.026280491
2020-10-22,10,42.459999,27628,41.720001,42.790001,41.470001,29800,29700,55,1882,21,3,5616,545286,312,31346,482524,42106208,6684,1187560,0,10,0,0,0,0,2020,10,22,22oct2020,.02922423,.0116388,.012950252,.046678636,.026395299
2020-10-23,4,41.77,1964,42.439999,41.93,41.610001,29800,29700,31,1900,21,3,5471,550757,304,31650,468818,42575026,6683,1194243,0,4,0,0,1,1,2020,10,23,23oct2020,.01631579,.011669774,.012936152,.045488551,.026502144
2020-10-24,0,41.77,1964,42.439999,41.93,41.610001,29150,29050,7,897,21,3,6134,556891,335,31985,466656,43041682,6836,1201079,0,0,0,0,0,0,2020,10,24,24oct2020,.0078037903,.013144586,.012938412,.049005266,.026630221
2020-10-25,6,41.77,1964,42.439999,41.93,41.610001,29150,29050,14,986,21,2,5814,562705,335,32320,521101,43562783,6363,1207442,0,6,0,0,0,1,2020,10,25,25oct2020,.014198783,.011157146,.012917104,.052648123,.026767332
2020-10-26,3,40.459999,14413,41.630001,41.630001,40.220001,28150,28050,15,1863,21,2,6191,568896,296,32616,459119,44021902,5593,1213035,0,3,0,0,0,0,2020,10,26,26oct2020,.0080515295,.013484522,.012923022,.052923296,.026887929
2020-10-27,7,41.200001,11302,40.52,41.470001,40.400002,28750,28650,55,2086,21,2,5960,574856,337,32953,419724,44441626,5277,1218312,0,7,1,0,0,0,2020,10,27,27oct2020,.026366251,.014199807,.012935081,.063862041,.027048079
2020-10-28,53,39.119999,19846,40.709999,39.310001,38.740002,28150,28050,31,1736,21,2,6968,581824,346,33299,495507,44937133,6387,1224699,0,52,0,0,0,0,2020,10,28,28oct2020,.017857144,.014062365,.012947511,.054172538,.027189538
2020-10-29,13,37.650002,140,39.32,37.84,37.560001,28100,28000,34,1700,21,2,6824,588648,415,33714,537593,45474726,7368,1232067,0,13,2,0,0,0,2020,10,29,29oct2020,.02,.012693617,.012944509,.056324646,.027363772
2020-10-30,4,37.459999,103,37.619999,37.490002,37.32,28100,28000,24,1322,21,2,8293,596941,399,34113,531275,46006001,7452,1239519,0,4,0,0,0,0,2020,10,30,30oct2020,.018154312,.015609618,.012975286,.053542674,.027521159
2020-10-31,24,37.459999,103,37.619999,37.490002,37.32,26800,26700,23,903,21,2,8011,604952,365,34478,520377,46526378,7707,1247226,1,23,0,1,0,0,2020,10,31,31oct2020,.025470654,.015394608,.013002344,.047359545,.027643748
2020-11-01,37,37.459999,103,37.619999,37.490002,37.32,28300,28200,6,933,19,2,7820,612772,386,34864,563087,47089465,7313,1254539,1,37,1,1,0,0,2020,11,1,01nov2020,.0064308681,.013887729,.013012932,.052782714,.027790288
2020-11-02,33,38.970001,1044,37.419998,39.34,39.099998,29100,29000,20,1448,19,2,7719,620491,434,35298,484731,47574196,6417,1260956,1,31,2,1,0,0,2020,11,2,02nov2020,.013812155,.015924295,.013042595,.067632847,.027993046
2020-11-03,496,39.709999,268,39.220001,40.220001,39.860001,29100,29000,34,1545,19,2,8289,628780,440,35738,512455,48086651,6061,1267017,2,487,61,2,0,0,2020,11,3,03nov2020,.022006473,.016175078,.013075978,.072595283,.02820641
2020-11-04,14,41.23,177,40.150002,41.25,41.040001,29300,29200,34,1546,19,2,8932,637712,422,36160,517388,48604039,7842,1274859,0,14,6,0,0,0,2020,11,4,04nov2020,.021992238,.01726364,.013120555,.053812802,.028363921
2020-11-05,27,40.93,30612,41.169998,40.75,40.630001,27400,27300,42,1270,19,2,8452,646164,419,36579,562193,49166232,8781,1283640,0,27,3,0,0,0,2020,11,5,05nov2020,.033070866,.015033983,.013142435,.047716662,.028496308
2020-11-06,9,39.450001,32655,40.77,40.779999,39.330002,27400,27300,16,1375,19,2,8772,654936,406,36985,562816,49729048,9287,1292927,0,8,0,0,0,0,2020,11,6,06nov2020,.011636363,.015585911,.01317009,.043717023,.028605636
2020-11-07,49,39.450001,32655,40.77,40.779999,39.330002,25300,25200,26,922,19,2,8864,663800,424,37409,574474,50303522,9420,1302347,0,49,0,0,0,0,2020,11,7,07nov2020,.028199567,.015429767,.013195895,.045010615,.028724296
2020-11-08,21,39.450001,32655,40.77,40.779999,39.330002,25850,25750,13,1091,21,3,9450,673250,423,37832,562018,50865540,8174,1310521,0,21,1,0,0,0,2020,11,8,08nov2020,.011915674,.016814409,.013235876,.051749449,.028867908
2020-11-09,9,42.400002,262,39.700001,42.360001,41.98,26800,26700,6,1660,21,3,9236,682486,459,38291,534332,51399872,7021,1317542,0,7,0,0,0,0,2020,11,9,09nov2020,.0036144578,.017285133,.013277971,.065375306,.029062452
2020-11-10,0,43.610001,41318,42.130001,44.07,43.540001,27700,27600,35,2012,21,3,10463,692949,458,38749,450174,51850046,7118,1324660,0,0,0,0,0,1,2020,11,10,10nov2020,.017395627,.023242123,.013364482,.064343914,.029252034
2020-11-11,25,43.799999,2624,43.959999,44.32,43.650002,27600,27500,15,1766,21,3,10339,703288,453,39202,553449,52403495,9316,1333976,1,24,0,1,0,0,2020,11,11,11nov2020,.0084937708,.018681034,.013420631,.048626021,.029387336
2020-11-12,12,43.529999,36004,43.779999,44.48,43.279999,27200,27100,23,1450,21,3,11780,715068,462,39664,603360,53006855,10051,1344027,0,12,0,0,0,1,2020,11,12,12nov2020,.015862068,.019523999,.013490104,.045965575,.029511312
2020-11-13,22,42.779999,33729,43.330002,43.34,42.630001,27200,27100,9,1499,21,3,11517,726585,457,40121,636403,53643258,9322,1353349,0,22,0,0,0,0,2020,11,13,13nov2020,.0060040029,.018097023,.013544759,.049023814,.029645717
2020-11-14,36,42.779999,33729,43.330002,43.34,42.630001,27100,27000,21,727,21,3,11737,738322,461,40582,616810,54260068,10711,1364060,0,36,4,0,0,0,2020,11,14,14nov2020,.028885832,.01902855,.013607097,.043039866,.029750891
2020-11-15,16,42.779999,33729,43.330002,43.34,42.630001,26050,25950,13,828,22,3,11203,749525,452,41034,625489,54885557,8953,1373013,2,16,0,2,0,0,2020,11,15,15nov2020,.015700484,.017910786,.013656143,.050485872,.029886097
2020-11-16,10,43.82,232,42.73,44.009998,43.84,26500,26400,7,1340,22,3,12543,762068,459,41493,546913,55432470,8785,1381798,0,10,0,0,0,0,2020,11,16,16nov2020,.0052238805,.022934178,.013747683,.05224815,.030028267
2020-11-17,15,43.75,13303,43.900002,44.23,43.080002,26350,26250,27,1717,22,3,13053,775121,486,41979,489260,55921730,7723,1389521,0,15,0,0,0,0,2020,11,17,17nov2020,.015725102,.026679067,.01386082,.062928915,.03021113
2020-11-18,21,44.34,27952,43.779999,44.299999,44.130001,26100,26000,23,2092,22,3,13352,788473,482,42461,550460,56472190,9908,1399429,0,21,0,0,0,0,2020,11,18,18nov2020,.010994264,.024256077,.013962147,.048647556,.030341661
2020-11-19,9,44.200001,25080,44.16,44.419998,44.189999,26000,25900,12,1731,22,3,13421,801894,480,42941,616918,57089108,10712,1410141,0,8,0,0,0,0,2020,11,19,19nov2020,.006932409,.021754917,.014046357,.044809561,.030451564
2020-11-20,6,44.959999,314,44.220001,45.169998,45.009998,26000,25900,15,1534,22,3,13223,815117,476,43417,620805,57709913,10883,1421024,0,6,0,0,0,0,2020,11,20,20nov2020,.0097783571,.021299765,.014124384,.04373794,.030553319
2020-11-21,21,44.959999,314,44.220001,45.169998,45.009998,26050,25950,30,1027,22,3,13260,828377,479,43896,631068,58340981,11907,1432931,0,21,1,0,0,0,2020,11,21,21nov2020,.029211296,.021011999,.014198887,.040228438,.030633716
2020-11-22,6,44.959999,314,44.220001,45.169998,45.009998,25950,25850,20,843,20,3,12931,841308,431,44327,634888,58975869,9972,1442903,0,6,0,0,0,0,2020,11,22,22nov2020,.023724793,.020367373,.014265292,.043221019,.030720707
2020-11-23,85,46.060001,29627,45.130001,45.900002,45.77,26000,25900,30,1463,20,3,13053,854361,475,44802,552976,59528845,8471,1451374,0,85,15,0,0,1,2020,11,23,23nov2020,.02050581,.023605002,.014352051,.056073662,.030868681
2020-11-24,105,47.860001,233,45.84,47.93,47.720001,25350,25250,28,1669,20,3,12460,866821,453,45255,493723,60022568,8567,1459941,2,105,18,2,0,0,2020,11,24,24nov2020,.016776513,.025236823,.014441585,.052877318,.030997828
2020-11-25,767,48.610001,10311,47.860001,49.049999,47.599998,25100,25000,42,1363,20,3,13721,880542,483,45738,566693,60589261,10588,1470529,0,767,122,0,0,0,2020,11,25,25nov2020,.030814379,.024212405,.014532971,.045617681,.031103093
2020-11-26,73,48.610001,10311,47.860001,49.049999,47.599998,24850,24750,15,1475,20,3,13843,894385,469,46207,602696,61191957,11848,1482377,0,73,12,0,0,0,2020,11,26,26nov2020,.010169491,.022968462,.014616054,.039584741,.031170882
2020-11-27,81,48.18,11298,48.900002,49.07,47.360001,24850,24750,57,1462,20,3,13961,908346,482,46689,659693,61851650,12071,1494448,0,79,11,0,0,1,2020,11,27,27nov2020,.038987689,.021162875,.014685881,.039930411,.031241635
2020-11-28,27,48.18,11298,48.900002,49.07,47.360001,24850,24750,99,1043,20,3,14051,922397,406,47095,597949,62449599,11488,1505936,0,27,2,0,0,1,2020,11,28,28nov2020,.094918504,.02349866,.014770263,.035341226,.031272911
2020-11-29,32,48.18,11298,48.900002,49.07,47.360001,25250,25150,69,838,19,3,13402,935799,391,47486,608043,63057642,9984,1515920,1,32,0,1,0,0,2020,11,29,29nov2020,.082338899,.022041203,.014840374,.039162662,.031324871
2020-11-30,29,47.59,303,47.75,47.950001,46.849998,25550,25450,106,1908,19,3,12950,948749,389,47875,540279,63597921,8504,1524424,1,28,1,1,0,1,2020,11,30,30nov2020,.055555556,.023969097,.014917925,.045743179,.031405304
2020-12-01,37,47.419998,31369,47.700001,48.299999,46.889999,26350,26250,51,1513,19,3,13321,962070,371,48246,483614,64081535,8544,1532968,0,37,1,0,0,1,2020,12,1,01dec2020,.033707865,.027544694,.015013217,.043422285,.031472281
2020-12-02,23,48.25,34530,47.139999,48.52,47.790001,25950,25850,105,2447,19,3,13881,975951,382,48628,545722,64627257,10685,1543653,0,23,2,0,0,1,2020,12,2,02dec2020,.042909686,.025436027,.015101229,.035751052,.031501897
2020-12-03,35,48.709999,44,48.080002,48.82,48.709999,26100,26000,34,856,19,3,13621,989572,362,48990,639570,65266827,12298,1555951,0,35,8,0,0,0,2020,12,3,03dec2020,.039719626,.021297121,.015161945,.029435681,.031485569
2020-12-04,11,49.25,25,48.82,49.080002,49.049999,26100,26000,64,2164,19,3,13922,1003494,358,49348,667272,65934099,12512,1568463,0,11,1,0,0,0,2020,12,4,04dec2020,.029574862,.020864055,.015219651,.028612532,.031462647
2020-12-05,17,49.25,25,48.82,49.080002,49.049999,25850,25750,26,962,19,3,13341,1016835,347,49695,674878,66608977,12578,1581041,0,17,0,0,0,0,2020,12,5,05dec2020,.027027028,.019768016,.015265735,.027587852,.031431824
2020-12-06,30,49.25,25,48.82,49.080002,49.049999,26000,25950,40,1123,20,3,12151,1028986,321,50016,665960,67274937,10924,1591965,0,30,1,0,0,1,2020,12,6,06dec2020,.035618879,.01824584,.015295235,.02938484,.031417776
2020-12-07,29,48.790001,206,49.23,48.759998,48.599998,25950,25850,90,2255,20,3,11561,1040547,294,50310,592910,67867847,9426,1601391,0,29,1,0,0,0,2020,12,7,07dec2020,.039911307,.019498743,.015331958,.031190325,.031416439
2020-12-08,10,48.84,25625,48.68,49,48.110001,26200,26100,112,2535,20,3,10827,1051374,284,50594,521480,68389327,8383,1609774,0,10,0,0,0,1,2020,12,8,08dec2020,.044181459,.020762062,.015373364,.033878088,.031429257
2020-12-09,2,48.860001,14021,48.830002,49.540001,48.380001,26450,26350,78,2076,20,3,11023,1062397,323,50917,576360,68965687,10950,1620724,0,2,0,0,0,0,2020,12,9,09dec2020,.037572253,.019125199,.015404719,.029497717,.031416208
2020-12-10,41,50.25,30075,48.98,51.07,48.860001,26250,26150,51,2043,20,3,10223,1072620,295,51212,671133,69636820,11809,1632533,0,41,1,0,1,1,2020,12,10,10dec2020,.024963289,.01523245,.015403058,.024980947,.031369656
2020-12-11,17,49.970001,199,50.34,50.029999,49.880001,26250,26150,52,1705,20,3,10403,1083023,284,51496,679186,70316006,13116,1645649,0,17,1,0,0,0,2020,12,11,11dec2020,.030498534,.015316864,.015402226,.021652943,.031292215
2020-12-12,2,49.970001,199,50.34,50.029999,49.880001,26050,25950,73,1064,20,3,9594,1092617,232,51728,665550,70981556,12332,1657981,0,2,0,0,0,1,2020,12,12,12dec2020,.068609022,.014415145,.01539297,.018812845,.031199392
2020-12-13,16,49.970001,199,50.34,50.029999,49.880001,25950,25850,73,1150,20,2,8201,1100818,221,51949,697928,71679484,11586,1669567,0,16,0,0,0,1,2020,12,13,13dec2020,.063478261,.011750496,.015357505,.019074745,.031115253
2020-12-14,34,50.290001,169,50.060001,50.389999,50.240002,25950,25850,109,2028,20,2,7451,1108269,247,52196,606461,72285945,9425,1678992,0,34,1,0,0,1,2020,12,14,14dec2020,.053747535,.012286033,.015331736,.026206896,.0310877
2020-12-15,2,50.759998,22900,50.330002,50.880001,49.790001,26100,26000,63,1765,20,2,7501,1115770,251,52447,527209,72813154,9179,1688171,0,2,0,0,0,1,2020,12,15,15dec2020,.035694052,.014227754,.015323742,.027345026,.031067351
2020-12-16,62,51.080002,144,50.720001,51.130001,50.990002,25900,25800,64,2227,20,2,7704,1123474,223,52670,617564,73430718,11914,1700085,0,62,3,0,1,0,2020,12,16,16dec2020,.028738214,.01247482,.015299782,.018717475,.030980803
2020-12-17,51,51.5,9423,51.080002,51.880001,51.009998,25950,25850,26,1930,20,2,7603,1131077,213,52883,662858,74093576,12809,1712894,4,50,9,4,0,1,2020,12,17,17dec2020,.013471503,.011470028,.015265521,.016628932,.030873481
2020-12-18,80,52.259998,556,51.450001,52.349998,52.080002,25950,25850,33,1875,20,2,7453,1138530,212,53095,735165,74828741,13076,1725970,1,80,11,1,0,1,2020,12,18,18dec2020,.0176,.010137861,.015215143,.016212909,.030762412
2020-12-19,303,52.259998,556,51.450001,52.349998,52.080002,25650,25550,25,1081,20,2,7121,1145651,178,53273,723605,75552346,13624,1739594,0,303,9,0,0,1,2020,12,19,19dec2020,.023126734,.0098410044,.015163672,.013065179,.030623812
2020-12-20,15,52.259998,556,51.450001,52.349998,52.080002,25720,25620,27,967,19,3,6421,1152072,175,53448,689647,76241993,11259,1750853,0,15,1,0,0,0,2020,12,20,20dec2020,.027921407,.0093105603,.015110727,.015543121,.030526835
2020-12-21,19,50.91,95,52.310001,50.869999,50.689999,25750,25650,55,1518,19,3,6312,1158384,177,53625,587818,76829811,9709,1760562,3,19,2,3,0,0,2020,12,21,21dec2020,.036231883,.010738018,.015077272,.018230507,.030459024
2020-12-22,349,50.080002,21329,50.900002,50.93,49.560001,25830,25730,67,2040,19,3,6151,1164535,191,53816,548621,77378432,9555,1770117,2,349,78,2,0,1,2020,12,22,22dec2020,.032843139,.011211747,.015049865,.019989533,.030402509
2020-12-23,72,51.200001,114,49.799999,51.189999,51.099998,26050,25950,60,1798,19,3,6208,1170743,187,54003,595158,77973590,11900,1782017,2,72,13,2,0,0,2020,12,23,23dec2020,.033370413,.010430844,.015014609,.015714286,.030304424
2020-12-24,130,51.290001,618,51.099998,51.389999,51.130001,26050,25950,51,1635,19,3,6261,1177004,153,54156,670662,78644252,13544,1795561,0,130,9,0,0,0,2020,12,24,24dec2020,.03119266,.0093355523,.01496618,.011296515,.030161047
2020-12-25,6,51.290001,618,51.099998,51.389999,51.130001,26050,25950,19,1033,19,3,6178,1183182,152,54308,684776,79329028,12248,1807809,0,6,1,0,0,0,2020,12,25,25dec2020,.01839303,.0090219285,.014914868,.012410189,.030040784
2020-12-26,32,51.290001,618,51.099998,51.389999,51.130001,25750,25650,12,796,19,3,6021,1189203,132,54440,596338,79925366,10660,1818469,0,32,1,0,0,1,2020,12,26,26dec2020,.015075377,.010096623,.014878918,.012382739,.029937271
2020-12-27,49,51.290001,618,51.099998,51.389999,51.130001,25900,25800,22,784,18,3,5760,1194963,134,54574,438591,80363957,8246,1826715,2,49,6,2,0,0,2020,12,27,27dec2020,.028061224,.013132964,.01486939,.016250303,.029875487
